ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,description
TKT-004651,CUST-00832,2025-01-24 14:00:00,technical,medium,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-004652,CUST-04787,2025-10-13 15:00:00,cancellation,low,resolved,17.9,Cancellation request — customer relocating out of service area.
TKT-004653,CUST-04752,2025-04-03 19:00:00,technical,low,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-004654,CUST-00689,2025-10-12 13:00:00,cancellation,high,resolved,5.0,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004655,CUST-04824,2025-10-21 13:00:00,technical,low,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-004656,CUST-01601,2025-06-28 16:00:00,billing,low,resolved,2.7,Request to change billing date to align with pay schedule.
TKT-004657,CUST-03911,2025-11-26 19:00:00,general,high,resolved,40.9,Customer requesting update to account contact information.
TKT-004658,CUST-00471,2025-06-05 11:00:00,cancellation,high,escalated,,Customer threatening to cancel unless given a better rate.
TKT-004659,CUST-01056,2025-01-19 14:00:00,billing,medium,open,,Customer inquired about unexpected charge on their latest bill.
TKT-004660,CUST-03282,2025-10-13 09:00:00,cancellation,medium,resolved,6.5,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004661,CUST-03287,2025-02-01 16:00:00,technical,low,resolved,11.0,Email service not syncing on mobile device.
TKT-004662,CUST-04236,2025-01-18 18:00:00,technical,low,open,,VoIP call quality degradation — choppy audio and latency.
TKT-004663,CUST-02682,2025-01-30 15:00:00,upgrade,high,resolved,9.8,Inquiry about adding streaming package to current plan.
TKT-004664,CUST-02095,2025-11-04 13:00:00,general,medium,escalated,,Customer requesting update to account contact information.
TKT-004665,CUST-02316,2025-02-27 08:00:00,billing,critical,resolved,41.2,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-004666,CUST-01606,2025-03-15 19:00:00,upgrade,low,escalated,,Customer exploring premium channel add-on options.
TKT-004667,CUST-04959,2025-06-18 14:00:00,upgrade,medium,resolved,3.4,Customer interested in upgrading to a faster internet tier.
TKT-004668,CUST-00109,2025-11-07 11:00:00,billing,medium,escalated,,Customer requesting breakdown of charges on monthly statement.
TKT-004669,CUST-04341,2025-02-23 13:00:00,technical,medium,escalated,,Router not connecting after power outage — needs reset instructions.
TKT-004670,CUST-04666,2025-08-07 18:00:00,billing,low,escalated,,Customer asking about proration after mid-cycle plan change.
TKT-004671,CUST-04830,2025-11-11 09:00:00,general,medium,resolved,21.9,Customer requesting update to account contact information.
TKT-004672,CUST-04086,2025-06-15 10:00:00,general,critical,escalated,,Customer requesting update to account contact information.
TKT-004673,CUST-02581,2025-09-22 18:00:00,technical,medium,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-004674,CUST-01828,2025-11-13 12:00:00,cancellation,high,resolved,35.4,Customer frustrated with service quality and wants to terminate.
TKT-004675,CUST-03490,2025-12-02 19:00:00,general,low,resolved,37.0,Question about service availability at a new address.
TKT-004676,CUST-03396,2025-03-01 14:00:00,technical,low,resolved,2.8,Router not connecting after power outage — needs reset instructions.
TKT-004677,CUST-03325,2025-10-08 11:00:00,billing,low,resolved,13.4,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-004678,CUST-01710,2025-03-27 18:00:00,technical,high,resolved,10.4,Slow download speeds not matching subscribed plan tier.
TKT-004679,CUST-04205,2025-12-02 17:00:00,billing,low,open,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-004680,CUST-01737,2025-09-27 13:00:00,billing,high,open,,Payment processing error reported — double charge on credit card.
TKT-004681,CUST-04176,2025-06-07 13:00:00,technical,medium,resolved,8.9,Email service not syncing on mobile device.
TKT-004682,CUST-02091,2025-06-08 13:00:00,technical,medium,resolved,11.4,Customer unable to stream video — buffering issues during peak hours.
TKT-004683,CUST-01909,2025-06-26 15:00:00,upgrade,medium,escalated,,Customer wants to upgrade from DSL to fiber optic service.
TKT-004684,CUST-00483,2025-09-26 17:00:00,upgrade,medium,escalated,,Inquiry about bundle discount for adding mobile service.
TKT-004685,CUST-01156,2025-09-13 12:00:00,general,medium,resolved,45.6,Request for copy of service agreement.
TKT-004686,CUST-00113,2025-10-20 12:00:00,cancellation,high,resolved,51.2,Account cancellation requested — switching to competitor.
TKT-004687,CUST-03562,2025-12-20 17:00:00,cancellation,high,resolved,52.3,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004688,CUST-02682,2025-10-09 16:00:00,cancellation,critical,resolved,1.7,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004689,CUST-02462,2025-12-02 09:00:00,billing,medium,open,,Customer asking about proration after mid-cycle plan change.
TKT-004690,CUST-02706,2025-11-04 09:00:00,general,low,resolved,0.6,Customer requesting update to account contact information.
TKT-004691,CUST-00159,2025-01-01 18:00:00,cancellation,critical,resolved,5.8,Account cancellation requested — switching to competitor.
TKT-004692,CUST-01753,2025-07-06 17:00:00,upgrade,medium,resolved,106.5,Customer wants to upgrade from DSL to fiber optic service.
TKT-004693,CUST-02045,2025-03-31 17:00:00,general,medium,escalated,,Request for copy of service agreement.
TKT-004694,CUST-03149,2025-07-07 16:00:00,technical,low,resolved,12.7,Email service not syncing on mobile device.
TKT-004695,CUST-03330,2025-08-01 14:00:00,general,low,resolved,18.9,Customer requesting update to account contact information.
TKT-004696,CUST-02452,2025-02-13 15:00:00,upgrade,medium,resolved,14.9,Customer wants to upgrade from DSL to fiber optic service.
TKT-004697,CUST-04539,2025-06-20 09:00:00,billing,low,escalated,,Customer asking about proration after mid-cycle plan change.
TKT-004698,CUST-02266,2025-05-26 13:00:00,cancellation,high,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-004699,CUST-02444,2025-07-24 19:00:00,general,low,escalated,,Question about service availability at a new address.
TKT-004700,CUST-00329,2025-12-15 17:00:00,cancellation,high,resolved,9.6,Customer wants to cancel service — moving to a new provider.
TKT-004701,CUST-04233,2025-04-28 15:00:00,general,low,open,,Customer requesting update to account contact information.
TKT-004702,CUST-03131,2025-02-01 10:00:00,upgrade,medium,resolved,3.6,Inquiry about adding streaming package to current plan.
TKT-004703,CUST-04009,2025-01-25 13:00:00,billing,low,resolved,18.1,Customer confused about taxes and surcharges on bill.
TKT-004704,CUST-01355,2025-11-02 12:00:00,technical,low,resolved,12.2,DNS resolution failures reported across multiple devices.
TKT-004705,CUST-00437,2025-06-07 10:00:00,general,high,resolved,33.1,Question about service availability at a new address.
TKT-004706,CUST-01929,2025-06-02 19:00:00,technical,medium,resolved,21.0,VoIP call quality degradation — choppy audio and latency.
TKT-004707,CUST-03532,2025-08-14 10:00:00,technical,medium,resolved,34.6,Slow download speeds not matching subscribed plan tier.
TKT-004708,CUST-03348,2025-07-10 17:00:00,technical,low,resolved,26.4,Slow download speeds not matching subscribed plan tier.
TKT-004709,CUST-03789,2025-12-14 17:00:00,cancellation,critical,resolved,5.4,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004710,CUST-02492,2025-10-03 19:00:00,billing,high,open,,Payment processing error reported — double charge on credit card.
TKT-004711,CUST-04061,2025-03-11 11:00:00,general,medium,open,,Request for copy of service agreement.
TKT-004712,CUST-03595,2025-11-08 15:00:00,general,low,escalated,,General inquiry about contract renewal terms.
TKT-004713,CUST-01664,2025-01-21 18:00:00,general,medium,resolved,2.7,Customer inquiring about referral program benefits.
TKT-004714,CUST-00482,2025-02-26 14:00:00,upgrade,high,escalated,,Customer wants to upgrade from DSL to fiber optic service.
TKT-004715,CUST-03657,2025-11-16 11:00:00,technical,medium,open,,Customer unable to stream video — buffering issues during peak hours.
TKT-004716,CUST-01350,2025-03-04 15:00:00,billing,high,resolved,22.3,Customer confused about taxes and surcharges on bill.
TKT-004717,CUST-02317,2025-05-27 13:00:00,cancellation,low,resolved,24.6,Customer frustrated with service quality and wants to terminate.
TKT-004718,CUST-03622,2025-11-25 13:00:00,technical,low,escalated,,VoIP call quality degradation — choppy audio and latency.
TKT-004719,CUST-03148,2025-08-09 16:00:00,upgrade,medium,resolved,26.2,Customer wants to upgrade from DSL to fiber optic service.
TKT-004720,CUST-03400,2025-07-20 09:00:00,cancellation,high,open,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004721,CUST-00779,2025-02-02 12:00:00,technical,critical,open,,DNS resolution failures reported across multiple devices.
TKT-004722,CUST-04299,2025-10-05 10:00:00,upgrade,critical,resolved,33.4,Customer wants to upgrade from DSL to fiber optic service.
TKT-004723,CUST-01521,2025-09-04 15:00:00,technical,high,resolved,59.7,Slow download speeds not matching subscribed plan tier.
TKT-004724,CUST-00777,2025-09-25 09:00:00,technical,medium,open,,VoIP call quality degradation — choppy audio and latency.
TKT-004725,CUST-01205,2025-10-01 10:00:00,billing,medium,resolved,68.7,Request to change billing date to align with pay schedule.
TKT-004726,CUST-03657,2025-03-02 18:00:00,technical,medium,resolved,46.3,Customer unable to stream video — buffering issues during peak hours.
TKT-004727,CUST-00254,2025-11-26 17:00:00,upgrade,medium,escalated,,Customer exploring premium channel add-on options.
TKT-004728,CUST-00212,2025-07-28 14:00:00,upgrade,medium,escalated,,Request to add international calling to phone plan.
TKT-004729,CUST-00009,2025-02-04 16:00:00,general,high,open,,Customer requesting update to account contact information.
TKT-004730,CUST-02933,2025-07-12 19:00:00,general,low,open,,General inquiry about contract renewal terms.
TKT-004731,CUST-04571,2025-07-23 08:00:00,billing,medium,resolved,37.2,Customer asking about proration after mid-cycle plan change.
TKT-004732,CUST-04941,2025-01-04 11:00:00,cancellation,low,escalated,,Account cancellation requested — switching to competitor.
TKT-004733,CUST-02621,2025-04-29 18:00:00,technical,high,open,,Customer unable to stream video — buffering issues during peak hours.
TKT-004734,CUST-00954,2025-04-04 12:00:00,technical,low,resolved,47.8,Customer unable to stream video — buffering issues during peak hours.
TKT-004735,CUST-03325,2025-09-16 10:00:00,billing,medium,resolved,15.8,Payment processing error reported — double charge on credit card.
TKT-004736,CUST-00445,2025-10-22 19:00:00,billing,low,resolved,7.3,Customer inquired about unexpected charge on their latest bill.
TKT-004737,CUST-02358,2025-12-21 09:00:00,technical,low,resolved,29.9,Email service not syncing on mobile device.
TKT-004738,CUST-01824,2025-03-25 14:00:00,general,high,resolved,12.9,Question about service availability at a new address.
TKT-004739,CUST-03665,2025-09-20 13:00:00,cancellation,critical,resolved,14.0,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004740,CUST-00416,2025-12-26 16:00:00,billing,medium,resolved,14.9,Customer requesting breakdown of charges on monthly statement.
TKT-004741,CUST-04202,2025-06-23 14:00:00,cancellation,critical,open,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-004742,CUST-01241,2025-08-09 15:00:00,billing,medium,resolved,31.3,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-004743,CUST-00898,2025-11-12 16:00:00,general,low,escalated,,General inquiry about contract renewal terms.
TKT-004744,CUST-01698,2025-08-18 19:00:00,general,critical,resolved,15.0,Customer asking about available loyalty rewards.
TKT-004745,CUST-00380,2025-12-10 17:00:00,general,low,resolved,7.9,Request for copy of service agreement.
TKT-004746,CUST-03115,2025-09-26 09:00:00,billing,low,open,,Request to change billing date to align with pay schedule.
TKT-004747,CUST-00634,2025-12-19 14:00:00,general,low,escalated,,Question about service availability at a new address.
TKT-004748,CUST-03145,2025-10-31 18:00:00,general,high,resolved,31.8,Request for copy of service agreement.
TKT-004749,CUST-01018,2025-05-15 17:00:00,technical,medium,escalated,,Email service not syncing on mobile device.
TKT-004750,CUST-03427,2025-04-21 09:00:00,billing,medium,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-004751,CUST-01765,2025-03-06 09:00:00,billing,low,open,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-004752,CUST-04494,2025-06-28 08:00:00,billing,high,resolved,8.9,Customer requesting breakdown of charges on monthly statement.
TKT-004753,CUST-00970,2025-08-02 10:00:00,upgrade,high,resolved,0.9,Customer wants to upgrade from DSL to fiber optic service.
TKT-004754,CUST-00446,2025-08-18 08:00:00,cancellation,high,open,,Customer frustrated with service quality and wants to terminate.
TKT-004755,CUST-02316,2025-04-21 16:00:00,general,medium,resolved,1.3,Customer inquiring about referral program benefits.
TKT-004756,CUST-03568,2025-08-15 14:00:00,cancellation,critical,resolved,15.5,Account cancellation requested — switching to competitor.
TKT-004757,CUST-03550,2025-06-03 09:00:00,general,medium,escalated,,Request for copy of service agreement.
TKT-004758,CUST-02479,2025-08-04 12:00:00,billing,low,resolved,2.0,Request to change billing date to align with pay schedule.
TKT-004759,CUST-04828,2025-01-14 19:00:00,general,critical,escalated,,Customer requesting update to account contact information.
TKT-004760,CUST-01292,2025-03-14 09:00:00,general,medium,resolved,79.8,General inquiry about contract renewal terms.
